dataset,split_mode,model,bucket,auc_mean,auc_std,acc_mean,acc_std,nll_mean,nll_std,rmse_mean,rmse_std,ece_mean,ece_std,brier_mean,brier_std,uncertainty_mean,uncertainty_std,reliability_mean,reliability_std,resolution_mean,resolution_std
assist2012,learner_based,bkt,dense,0.5,0.0,0.28873385710711064,0.0005965231474921701,24.566262266648092,0.020603179605620005,0.8433659009379231,0.00035360297913737064,0.7112661428928894,0.0005965231474921363,0.7112661428928894,0.0005965231474921363,0.20536633219526887,0.0002523059842571804,0.5058998106976205,0.0008488290297729331,0.0,0.0
assist2012,learner_based,bkt,medium,0.5,0.0,0.4353794536322173,0.02168250018735455,19.501302798969146,0.7488870256536493,0.7512989091238405,0.01459860939905227,0.5646205463677826,0.021682500187354497,0.5646205463677826,0.021682500187354497,0.24544808033562954,0.0022562673804348717,0.31917246603215305,0.023929300391058256,0.0,0.0
assist2012,learner_based,bkt,sparse,0.5,0.0,0.5091774891774892,0.06059400003683538,16.95240895088733,2.0928426181454673,0.6995122238511157,0.04337567730561122,0.49082251082251077,0.06059400003683541,0.49082251082251077,0.06059400003683541,0.24697846742002585,0.002562802911582562,0.24384404340248494,0.05945351945965099,0.0,0.0
assist2012,learner_based,bkt,very_sparse,0.5,0.0,0.39999999999999997,0.17320508075688773,11.697764713119547,9.650334955513536,0.6204757192910172,0.15004940071670148,0.4666666666666666,0.05773502691896256,0.39999999999999997,0.17320508075688773,0.16666666666666666,0.14433756729740646,0.2333333333333333,0.02886751345948128,0.0,0.0
assist2012,learner_based,dkt,dense,0.6973952387738417,0.0010586405896551333,0.7187709721792549,0.00031810155296713887,0.5780886110820577,0.0003502482661818445,0.438816433539988,0.00010565273556485292,0.058742481227550554,0.001314659210955268,0.1925598697864217,9.27298624952203e-05,0.21029010140494428,0.00021724831310598931,0.004937400458199259,0.0002429829730516405,0.022464347138750423,0.0001385770517653033
assist2012,learner_based,dkt,medium,0.7676157083125812,0.010043304108402868,0.6960652639989839,0.010919947151393819,0.7329867795554321,0.02529422450373704,0.46843756583993157,0.00747564666587591,0.1456758540778825,0.0070607128110909715,0.2194710099520889,0.006983106558545861,0.24799406457712866,0.00039166352870159216,0.024369641654903577,0.0023598628072945965,0.05192809603550059,0.00409345971667041
assist2012,learner_based,dkt,sparse,0.7312565895271098,0.025665594088090465,0.6927022959754336,0.024276728715217383,1.1025665287766013,0.11476836340120687,0.5015362608941043,0.01732157361876177,0.21649459786667413,0.023162930162275292,0.2517386456000592,0.017208280952525332,0.24536876500403462,0.0025302402095633146,0.05363020991304742,0.01052567827280875,0.04638703381647013,0.010413543192377406
assist2012,learner_based,dkt,very_sparse,0.9259259259259259,0.12830005981991682,0.797979797979798,0.12246823891901153,0.36176147179835555,0.2565145409727396,0.3382851914783645,0.1361700718509592,0.17801248444285078,0.09462416772262931,0.12679839641881738,0.08832248386714614,0.23936333027242118,0.014844635020486222,0.10790298840140748,0.06288416178489913,0.2208448117539026,0.04691964997546543
assist2012,learner_based,simplekt,dense,0.681306634074609,0.0008862840410695808,0.6992817639324697,0.0009527877888398393,0.6941873591407767,0.0049195277165301745,0.46061490144361317,0.0010016930144291592,0.11637170607794285,0.0011200913480083918,0.21216675635783958,0.0009232776305659945,0.21029010140494428,0.00021724831310598931,0.020510918352992045,0.0005799429544537912,0.01848160882766262,0.0001656890285314435
assist2012,learner_based,simplekt,medium,0.7595041637066059,0.011756794230718648,0.6939170620008976,0.007073587830009599,0.7750973441642618,0.02875536221830941,0.47500780635988954,0.007443119501642819,0.15585996414264228,0.005050887250007681,0.22566934945477812,0.007041322665869236,0.24799406457712866,0.00039166352870159216,0.027722266401633777,0.0019661398492905567,0.049120111714360065,0.004483995250831769
assist2012,learner_based,simplekt,sparse,0.7191198733268521,0.009299128958338107,0.6806851998725588,0.00826306221193927,1.1550248596761306,0.03245135528511702,0.5134531739033906,0.005046448212440574,0.22971600064187495,0.00460483650378713,0.26365113955117275,0.005176939514973013,0.24536876500403462,0.0025302402095633146,0.059324424927014924,0.0027234093037379905,0.040261464606440554,0.0058446316729814304
assist2012,learner_based,simplekt,very_sparse,0.9222222222222222,0.08388704928078611,0.6700336700336701,0.13451167916119985,0.8357539985700324,0.2780953037016454,0.5008351893660499,0.08488877487161288,0.323109136233654,0.07280643251729113,0.25563995630679587,0.0828633800765811,0.23936333027242118,0.014844635020486222,0.1826771072880149,0.07587813803083843,0.16310070400979493,0.02096804696643682
assist2012,temporal,bkt,dense,0.5000128748333938,0.0,0.3112209544047674,0.0,23.75574778089212,0.0,0.8298077428069951,0.0,0.6883827344496503,0.0,0.6885808900224414,0.0,0.21386873717128144,0.0,0.4747121618039971,0.0,8.952837072534977e-09,0.0
assist2012,temporal,bkt,medium,0.4988940271198336,0.0,0.36516055697641375,0.0,21.888499643004877,0.0,0.7963221797265282,0.0,0.6339869281045751,0.0,0.6341290139244103,0.0,0.23197127177347085,0.0,0.40231241941695545,0.0,0.00015467726601603538,0.0
assist2012,temporal,bkt,sparse,0.5001310501485234,0.0,0.37866300366300365,0.0,21.445357249560697,0.0,0.7881767108158716,0.0,0.6211080586080586,0.0,0.6212225274725275,0.0,0.23516600920447073,0.0,0.3860592878388614,0.0,2.76957080469936e-06,0.0
assist2012,temporal,bkt,very_sparse,0.5,0.0,0.4195601851851852,0.0,20.047680974592254,0.0,0.7618660084390257,0.0,0.5804398148148148,0.0,0.5804398148148148,0.0,0.24352943619255832,0.0,0.3369103786222565,0.0,0.0,0.0
assist2012,temporal,dkt,dense,0.4988743914508113,0.0,0.6136686468798702,0.0,0.8085608496444173,0.0,0.5172071109207453,0.0,0.18661489159529304,0.0,0.2675031955869842,0.0,0.21384905663077133,0.0,0.05328326735206029,0.0,5.162761750174101e-06,0.0
assist2012,temporal,dkt,medium,0.5043113700749169,0.0,0.573058358929355,0.0,0.8694643947661669,0.0,0.5380237240871509,0.0,0.19898876896532125,0.0,0.28946952768060674,0.0,0.23474303506788138,0.0,0.0550838283443452,0.0,0.0007484746981650589,0.0
assist2012,temporal,dkt,sparse,0.5061257991488157,0.0,0.5805280528052805,0.0,0.8986219828610214,0.0,0.5410730029578251,0.0,0.20957215954344327,0.0,0.2927599945297987,0.0,0.23402237253428315,0.0,0.059332663641663994,0.0,0.0007155595158088064,0.0
assist2012,temporal,dkt,very_sparse,0.5401014110959206,0.0,0.5644444444444444,0.0,0.9058098170316478,0.0,0.5472197635166761,0.0,0.20232983652161915,0.0,0.299449469583247,0.0,0.24316622222222223,0.0,0.058876342874568346,0.0,0.0033175239664003093,0.0
assist2012,temporal,simplekt,dense,0.5014265026774652,0.0,0.5776030793944726,0.0,1.0955763593375967,0.0,0.5535119172124494,0.0,0.2504913195208974,0.0,0.3063754424962014,0.0,0.21384905663077133,0.0,0.09213232982220242,0.0,9.27010465266964e-06,0.0
assist2012,temporal,simplekt,medium,0.49496336996337,0.0,0.5440982887231242,0.0,1.2117203556628406,0.0,0.5753636666379002,0.0,0.2622992540466924,0.0,0.3310433488870087,0.0,0.23474303506788138,0.0,0.09689614602035436,0.0,0.0010458002273779753,0.0
